ENSG00000287703.1 AC099565.1 hsa-miR-552-5p
ENSG00000163874.11 ZC3H12A hsa-miR-6732-5p
ENSG00000163874.11 ZC3H12A hsa-miR-6732-3p
ENSG00000163875.15 MEAF6 hsa-miR-5581-5p
ENSG00000163875.15 MEAF6 hsa-miR-5581-3p
ENSG00000224592.5 MIR3659HG hsa-miR-3659
ENSG00000066136.20 NFYC hsa-miR-30e-5p
ENSG00000066136.20 NFYC hsa-miR-30e-3p
ENSG00000066136.20 NFYC hsa-miR-30c-5p
ENSG00000066136.20 NFYC hsa-miR-30c-1-3p
ENSG00000117395.12 EBNA1BP2 hsa-miR-6733-5p
ENSG00000117395.12 EBNA1BP2 hsa-miR-6733-3p
ENSG00000066322.15 ELOVL1 hsa-miR-6734-5p
ENSG00000066322.15 ELOVL1 hsa-miR-6734-3p
ENSG00000198198.17 SZT2 hsa-miR-6735-5p
ENSG00000198198.17 SZT2 hsa-miR-6735-3p
ENSG00000284989.1 AL451062.4 hsa-miR-6079
ENSG00000126091.20 ST3GAL3 hsa-miR-6079
ENSG00000187147.18 RNF220 hsa-miR-5584-5p
ENSG00000187147.18 RNF220 hsa-miR-5584-3p
ENSG00000078618.21 NRDC hsa-miR-761
ENSG00000116205.14 TCEANC2 hsa-miR-4781-5p
ENSG00000116205.14 TCEANC2 hsa-miR-4781-3p
ENSG00000231090.2 MIR4422HG hsa-miR-4422
ENSG00000132849.20 PATJ hsa-miR-12132
ENSG00000132849.20 PATJ hsa-miR-3116
ENSG00000158966.16 CACHD1 hsa-miR-4794
ENSG00000162434.13 JAK1 hsa-miR-3671
ENSG00000162434.13 JAK1 hsa-miR-101-5p
ENSG00000162434.13 JAK1 hsa-miR-101-3p
ENSG00000118473.22 SGIP1 hsa-miR-3117-3p
ENSG00000118473.22 SGIP1 hsa-miR-3117-5p
ENSG00000116729.14 WLS hsa-miR-1262
ENSG00000132485.14 ZRANB2 hsa-miR-186-5p
ENSG00000132485.14 ZRANB2 hsa-miR-186-3p
ENSG00000117069.15 ST6GALNAC5 hsa-miR-7156-5p
ENSG00000117069.15 ST6GALNAC5 hsa-miR-7156-3p
ENSG00000122417.15 ODF2L hsa-miR-7856-5p
ENSG00000225206.10 MIR137HG hsa-miR-2682-5p
ENSG00000225206.10 MIR137HG hsa-miR-2682-3p
ENSG00000225206.10 MIR137HG hsa-miR-137-3p
ENSG00000225206.10 MIR137HG hsa-miR-137-5p
ENSG00000137996.12 RTCA hsa-miR-553
ENSG00000065135.12 GNAI3 hsa-miR-197-3p
ENSG00000065135.12 GNAI3 hsa-miR-197-5p
ENSG00000116815.16 CD58 hsa-miR-548ac
ENSG00000116830.12 TTF2 hsa-miR-942-5p
ENSG00000116830.12 TTF2 hsa-miR-942-3p
ENSG00000131788.16 PIAS3 hsa-miR-6736-5p
ENSG00000131788.16 PIAS3 hsa-miR-6736-3p
ENSG00000274020.4 LINC01138 hsa-miR-5087
ENSG00000143374.17 TARS2 hsa-miR-6878-5p
ENSG00000143374.17 TARS2 hsa-miR-6878-3p
ENSG00000143382.15 ADAMTSL4 hsa-miR-4257
ENSG00000143367.16 TUFT1 hsa-miR-554
ENSG00000232536.1 AL365436.2 hsa-miR-554
ENSG00000143570.18 SLC39A1 hsa-miR-6737-5p
ENSG00000285779.1 AL358472.7 hsa-miR-6737-5p
ENSG00000143570.18 SLC39A1 hsa-miR-6737-3p
ENSG00000285779.1 AL358472.7 hsa-miR-6737-3p
ENSG00000143552.9 NUP210L hsa-miR-5698
ENSG00000143549.21 TPM3 hsa-miR-190b-5p
ENSG00000143549.21 TPM3 hsa-miR-190b-3p
ENSG00000173207.13 CKS1B hsa-miR-4258
ENSG00000231064.7 AC234582.1 hsa-miR-92b-5p
ENSG00000231064.7 AC234582.1 hsa-miR-92b-3p
ENSG00000116539.13 ASH1L hsa-miR-555
ENSG00000116584.20 ARHGEF2 hsa-miR-6738-5p
ENSG00000116584.20 ARHGEF2 hsa-miR-6738-3p
ENSG00000125462.18 C1orf61 hsa-miR-9-5p
ENSG00000125462.18 C1orf61 hsa-miR-9-3p
ENSG00000132694.18 ARHGEF11 hsa-miR-765
ENSG00000213085.10 CFAP45 hsa-miR-4259
ENSG00000158882.15 TOMM40L hsa-miR-5187-5p
ENSG00000158882.15 TOMM40L hsa-miR-5187-3p
ENSG00000198929.13 NOS1AP hsa-miR-4654
ENSG00000198929.13 NOS1AP hsa-miR-556-5p
ENSG00000198929.13 NOS1AP hsa-miR-556-3p
ENSG00000143179.16 UCK2 hsa-miR-3658
ENSG00000188859.7 FAM78B hsa-miR-921
ENSG00000230898.1 AL596087.3 hsa-miR-921
ENSG00000143164.15 DCAF6 hsa-miR-1255b-5p
ENSG00000143164.15 DCAF6 hsa-miR-1255b-2-3p
ENSG00000227722.2 AL022100.1 hsa-miR-557
ENSG00000203740.3 METTL11B hsa-miR-3119
ENSG00000231424.3 BX284613.2 hsa-miR-1295a
ENSG00000007933.13 FMO3 hsa-miR-1295b-5p
ENSG00000007933.13 FMO3 hsa-miR-1295b-3p
ENSG00000230630.5 DNM3OS hsa-miR-214-5p
ENSG00000230630.5 DNM3OS hsa-miR-214-3p
ENSG00000197959.14 DNM3 hsa-miR-3120-3p
ENSG00000197959.14 DNM3 hsa-miR-3120-5p
ENSG00000230630.5 DNM3OS hsa-miR-199a-5p
ENSG00000230630.5 DNM3OS hsa-miR-199a-3p
ENSG00000143207.21 COP1 hsa-miR-1843
ENSG00000152092.16 ASTN1 hsa-miR-488-5p
ENSG00000152092.16 ASTN1 hsa-miR-488-3p
ENSG00000143340.6 FAM163A hsa-miR-12116
ENSG00000230124.8 ACBD6 hsa-miR-3121-3p
ENSG00000230124.8 ACBD6 hsa-miR-3121-5p
ENSG00000231767.4 AL136454.1 hsa-miR-4426
ENSG00000134371.13 CDC73 hsa-miR-1278
ENSG00000162687.18 KCNT2 hsa-miR-4735-5p
ENSG00000162687.18 KCNT2 hsa-miR-4735-3p
ENSG00000229989.4 MIR181A1HG hsa-miR-181b-5p
ENSG00000229989.4 MIR181A1HG hsa-miR-181b-3p
ENSG00000229989.4 MIR181A1HG hsa-miR-181a-5p
ENSG00000229989.4 MIR181A1HG hsa-miR-181a-3p
ENSG00000134369.15 NAV1 hsa-miR-5191
ENSG00000134369.15 NAV1 hsa-miR-1231
ENSG00000198700.10 IPO9 hsa-miR-6739-5p
ENSG00000198700.10 IPO9 hsa-miR-6739-3p
ENSG00000176393.11 RNPEP hsa-miR-6740-5p
ENSG00000176393.11 RNPEP hsa-miR-6740-3p
ENSG00000186007.10 LEMD1 hsa-miR-135b-5p
ENSG00000281406.2 BLACAT1 hsa-miR-135b-5p
ENSG00000186007.10 LEMD1 hsa-miR-135b-3p
ENSG00000281406.2 BLACAT1 hsa-miR-135b-3p
ENSG00000263528.8 IKBKE hsa-miR-6769b-5p
ENSG00000263528.8 IKBKE hsa-miR-6769b-3p
ENSG00000203709.12 MIR29B2CHG hsa-miR-29c-5p
ENSG00000203709.12 MIR29B2CHG hsa-miR-29c-3p
ENSG00000203709.12 MIR29B2CHG hsa-miR-29b-3p
ENSG00000203709.12 MIR29B2CHG hsa-miR-29b-2-5p
ENSG00000230937.12 MIR205HG hsa-miR-205-5p
ENSG00000230937.12 MIR205HG hsa-miR-205-3p
ENSG00000196878.15 LAMB3 hsa-miR-4260
ENSG00000143476.18 DTL hsa-miR-3122
ENSG00000118873.16 RAB3GAP2 hsa-miR-664a-5p
ENSG00000118873.16 RAB3GAP2 hsa-miR-664a-3p
ENSG00000143748.18 NVL hsa-miR-320b
ENSG00000162923.16 WDR26 hsa-miR-4742-5p
ENSG00000162923.16 WDR26 hsa-miR-4742-3p
ENSG00000255835.1 AL117348.2 hsa-miR-6741-5p
ENSG00000143811.19 PYCR2 hsa-miR-6741-5p
ENSG00000255835.1 AL117348.2 hsa-miR-6741-3p
ENSG00000143811.19 PYCR2 hsa-miR-6741-3p
ENSG00000143816.8 WNT9A hsa-miR-5008-5p
ENSG00000143816.8 WNT9A hsa-miR-5008-3p
ENSG00000143761.16 ARF1 hsa-miR-3620-3p
ENSG00000143761.16 ARF1 hsa-miR-3620-5p
ENSG00000154370.16 TRIM11 hsa-miR-6742-5p
ENSG00000154370.16 TRIM11 hsa-miR-6742-3p
ENSG00000182118.8 FAM89A hsa-miR-1182
ENSG00000135750.15 KCNK1 hsa-miR-4427
ENSG00000183780.13 SLC35F3 hsa-miR-4671-5p
ENSG00000183780.13 SLC35F3 hsa-miR-4671-3p
ENSG00000054267.22 ARID4B hsa-miR-4753-5p
ENSG00000054267.22 ARID4B hsa-miR-4753-3p
ENSG00000143669.14 LYST hsa-miR-1537-3p
ENSG00000143669.14 LYST hsa-miR-1537-5p
ENSG00000198626.17 RYR2 hsa-miR-4428
ENSG00000054282.16 SDCCAG8 hsa-miR-4677-5p
ENSG00000054282.16 SDCCAG8 hsa-miR-4677-3p
ENSG00000227671.4 AL390728.4 hsa-miR-3916
ENSG00000151240.17 DIP2C hsa-miR-5699-3p
ENSG00000151240.17 DIP2C hsa-miR-5699-5p
ENSG00000170525.21 PFKFB3 hsa-miR-3155a
ENSG00000183049.12 CAMK1D hsa-miR-4480
ENSG00000151474.23 FRMD4A hsa-miR-4293
ENSG00000260314.3 MRC1 hsa-miR-511-5p
ENSG00000260314.3 MRC1 hsa-miR-511-3p
ENSG00000204682.8 MIR1915HG hsa-miR-1915-5p
ENSG00000204682.8 MIR1915HG hsa-miR-1915-3p
ENSG00000120549.18 KIAA1217 hsa-miR-603
ENSG00000150054.18 MPP7 hsa-miR-8086
ENSG00000197321.14 SVIL hsa-miR-604
ENSG00000197321.14 SVIL hsa-miR-938
ENSG00000107951.14 MTPAP hsa-miR-7162-5p
ENSG00000241621.1 GOLGA2P6 hsa-miR-7162-5p
ENSG00000107951.14 MTPAP hsa-miR-7162-3p
ENSG00000241621.1 GOLGA2P6 hsa-miR-7162-3p
ENSG00000108094.15 CUL2 hsa-miR-3611
ENSG00000177283.7 FZD8 hsa-miR-4683
ENSG00000243349.2 AL358394.2 hsa-miR-3156-5p
ENSG00000230501.1 ANKRD30BP3 hsa-miR-3156-5p
ENSG00000243349.2 AL358394.2 hsa-miR-3156-3p
ENSG00000230501.1 ANKRD30BP3 hsa-miR-3156-3p
ENSG00000233665.8 AC060234.2 hsa-miR-4294
ENSG00000185532.19 PRKG1 hsa-miR-605-5p
ENSG00000185532.19 PRKG1 hsa-miR-605-3p
ENSG00000150275.18 PCDH15 hsa-miR-548f-3p
ENSG00000150275.18 PCDH15 hsa-miR-548f-5p
ENSG00000171988.19 JMJD1C hsa-miR-1296-5p
ENSG00000171988.19 JMJD1C hsa-miR-1296-3p
ENSG00000183230.17 CTNNA3 hsa-miR-7151-5p
ENSG00000183230.17 CTNNA3 hsa-miR-7151-3p
ENSG00000107736.21 CDH23 hsa-miR-7152-5p
ENSG00000107736.21 CDH23 hsa-miR-7152-3p
ENSG00000156026.14 MCU hsa-miR-4676-5p
ENSG00000156026.14 MCU hsa-miR-4676-3p
ENSG00000148655.15 LRMDA hsa-miR-606
ENSG00000182771.19 GRID1 hsa-miR-346
ENSG00000152782.16 PANK1 hsa-miR-107
ENSG00000226688.7 ENTPD1-AS1 hsa-miR-3157-5p
ENSG00000226688.7 ENTPD1-AS1 hsa-miR-3157-3p
ENSG00000095713.14 CRTAC1 hsa-miR-3085-5p
ENSG00000095713.14 CRTAC1 hsa-miR-3085-3p
ENSG00000119943.13 PYROXD2 hsa-miR-1287-5p
ENSG00000119943.13 PYROXD2 hsa-miR-1287-3p
ENSG00000107521.19 HPS1 hsa-miR-4685-5p
ENSG00000107521.19 HPS1 hsa-miR-4685-3p
ENSG00000172987.12 HPSE2 hsa-miR-6507-5p
ENSG00000172987.12 HPSE2 hsa-miR-6507-3p
ENSG00000095539.15 SEMA4G hsa-miR-608
ENSG00000166171.13 DPCD hsa-miR-3158-3p
ENSG00000166171.13 DPCD hsa-miR-3158-5p
ENSG00000173915.16 ATP5MD hsa-miR-1307-3p
ENSG00000173915.16 ATP5MD hsa-miR-1307-5p
ENSG00000065618.21 COL17A1 hsa-miR-936
ENSG00000197748.13 CFAP43 hsa-miR-609
ENSG00000150593.18 PDCD4 hsa-miR-4680-5p
ENSG00000150593.18 PDCD4 hsa-miR-4680-3p
ENSG00000108061.11 SHOC2 hsa-miR-548e-3p
ENSG00000108061.11 SHOC2 hsa-miR-548e-5p
ENSG00000119913.6 TECTB hsa-miR-6715a-3p
ENSG00000151532.13 VTI1A hsa-miR-4295
ENSG00000165813.20 CCDC186 hsa-miR-2110
ENSG00000165868.14 HSPA12A hsa-miR-9851-5p
ENSG00000165868.14 HSPA12A hsa-miR-9851-3p
ENSG00000234474.3 MIR3663HG hsa-miR-3663-5p
ENSG00000234474.3 MIR3663HG hsa-miR-3663-3p
ENSG00000198873.12 GRK5 hsa-miR-4681
ENSG00000107679.14 PLEKHA1 hsa-miR-3941
ENSG00000175029.17 CTBP2 hsa-miR-4296
ENSG00000108001.13 EBF3 hsa-miR-4297
ENSG00000166917.11 MIR202HG hsa-miR-202-5p
ENSG00000166917.11 MIR202HG hsa-miR-202-3p
ENSG00000127884.5 ECHS1 hsa-miR-3944-3p
ENSG00000127884.5 ECHS1 hsa-miR-3944-5p
ENSG00000177963.14 RIC8A hsa-miR-6743-5p
ENSG00000177963.14 RIC8A hsa-miR-6743-3p
ENSG00000247095.3 MIR210HG hsa-miR-210-3p
ENSG00000247095.3 MIR210HG hsa-miR-210-5p
ENSG00000117983.17 MUC5B hsa-miR-6744-5p
ENSG00000117983.17 MUC5B hsa-miR-6744-3p
ENSG00000130592.15 LSP1 hsa-miR-7847-3p
ENSG00000130600.19 H19 hsa-miR-675-5p
ENSG00000130600.19 H19 hsa-miR-675-3p
ENSG00000167244.21 IGF2 hsa-miR-483-5p
ENSG00000284779.2 AC132217.2 hsa-miR-483-5p
ENSG00000129965.15 INS-IGF2 hsa-miR-483-5p
ENSG00000167244.21 IGF2 hsa-miR-483-3p
ENSG00000284779.2 AC132217.2 hsa-miR-483-3p
ENSG00000129965.15 INS-IGF2 hsa-miR-483-3p
ENSG00000167323.11 STIM1 hsa-miR-4687-5p
ENSG00000167323.11 STIM1 hsa-miR-4687-3p
ENSG00000175356.13 SCUBE2 hsa-miR-5691
ENSG00000255823.5 MTRNR2L8 hsa-miR-4485-3p
ENSG00000255823.5 MTRNR2L8 hsa-miR-4485-5p
ENSG00000286959.1 AC104383.1 hsa-miR-8070
ENSG00000133816.15 MICAL2 hsa-miR-6124
ENSG00000110693.18 SOX6 hsa-miR-6073
ENSG00000166833.21 NAV2 hsa-miR-4486
ENSG00000110435.12 PDHX hsa-miR-1343-3p
ENSG00000110435.12 PDHX hsa-miR-1343-5p
ENSG00000179241.13 LDLRAD3 hsa-miR-3973
ENSG00000283217.1 AC068205.1 hsa-miR-670-5p
ENSG00000283217.1 AC068205.1 hsa-miR-670-3p
ENSG00000283217.1 AC068205.1 hsa-miR-129-5p
ENSG00000283341.2 AC068205.2 hsa-miR-129-5p
ENSG00000283217.1 AC068205.1 hsa-miR-129-2-3p
ENSG00000283341.2 AC068205.2 hsa-miR-129-2-3p
ENSG00000149091.15 DGKZ hsa-miR-4688
ENSG00000110497.14 AMBRA1 hsa-miR-3160-3p
ENSG00000110497.14 AMBRA1 hsa-miR-3160-5p
ENSG00000175216.15 CKAP5 hsa-miR-5582-5p
ENSG00000175216.15 CKAP5 hsa-miR-5582-3p
ENSG00000165912.16 PACSIN3 hsa-miR-6745
ENSG00000149177.13 PTPRJ hsa-miR-3161
ENSG00000254602.2 AP000662.1 hsa-miR-130a-5p
ENSG00000254602.2 AP000662.1 hsa-miR-130a-3p
ENSG00000110048.12 OSBP hsa-miR-3162-5p
ENSG00000110048.12 OSBP hsa-miR-3162-3p
ENSG00000214787.10 MS4A4E hsa-miR-6503-5p
ENSG00000214787.10 MS4A4E hsa-miR-6503-3p
ENSG00000134825.16 TMEM258 hsa-miR-611
ENSG00000149485.19 FADS1 hsa-miR-1908-5p
ENSG00000149485.19 FADS1 hsa-miR-1908-3p
ENSG00000221968.9 FADS3 hsa-miR-6746-5p
ENSG00000221968.9 FADS3 hsa-miR-6746-3p
ENSG00000254772.10 EEF1G hsa-miR-6747-5p
ENSG00000255508.7 AP002990.1 hsa-miR-6747-5p
ENSG00000254772.10 EEF1G hsa-miR-6747-3p
ENSG00000255508.7 AP002990.1 hsa-miR-6747-3p
ENSG00000185475.11 TMEM179B hsa-miR-6748-5p
ENSG00000185475.11 TMEM179B hsa-miR-6748-3p
ENSG00000162231.14 NXF1 hsa-miR-6514-5p
ENSG00000162231.14 NXF1 hsa-miR-6514-3p
ENSG00000162302.13 RPS6KA4 hsa-miR-1237-3p
ENSG00000162302.13 RPS6KA4 hsa-miR-1237-5p
ENSG00000110047.18 EHD1 hsa-miR-10392-5p
ENSG00000110047.18 EHD1 hsa-miR-10392-3p
ENSG00000229719.5 MIR194-2HG hsa-miR-192-5p
ENSG00000229719.5 MIR194-2HG hsa-miR-192-3p
ENSG00000229719.5 MIR194-2HG hsa-miR-194-5p
ENSG00000229719.5 MIR194-2HG hsa-miR-194-3p
ENSG00000110046.13 ATG2A hsa-miR-6750-5p
ENSG00000110046.13 ATG2A hsa-miR-6750-3p
ENSG00000110046.13 ATG2A hsa-miR-6749-5p
ENSG00000110046.13 ATG2A hsa-miR-6749-3p
ENSG00000213465.8 ARL2 hsa-miR-6879-5p
ENSG00000273003.1 ARL2-SNX15 hsa-miR-6879-5p
ENSG00000213465.8 ARL2 hsa-miR-6879-3p
ENSG00000273003.1 ARL2-SNX15 hsa-miR-6879-3p
ENSG00000162298.18 SYVN1 hsa-miR-6751-5p
ENSG00000162298.18 SYVN1 hsa-miR-6751-3p
ENSG00000245532.9 NEAT1 hsa-miR-612
ENSG00000197136.4 PCNX3 hsa-miR-4690-5p
ENSG00000197136.4 PCNX3 hsa-miR-4690-3p
ENSG00000213445.10 SIPA1 hsa-miR-4489
ENSG00000173599.15 PC hsa-miR-3163
ENSG00000173227.14 SYT12 hsa-miR-6860
ENSG00000110711.10 AIP hsa-miR-6752-5p
ENSG00000110711.10 AIP hsa-miR-6752-3p
ENSG00000110717.13 NDUFS8 hsa-miR-7113-5p
ENSG00000110717.13 NDUFS8 hsa-miR-7113-3p
ENSG00000110717.13 NDUFS8 hsa-miR-4691-5p
ENSG00000110717.13 NDUFS8 hsa-miR-4691-3p
ENSG00000110719.10 TCIRG1 hsa-miR-6753-5p
ENSG00000110719.10 TCIRG1 hsa-miR-6753-3p
ENSG00000162341.18 TPCN2 hsa-miR-3164
ENSG00000287725.1 AP003071.5 hsa-miR-3164
ENSG00000131626.18 PPFIA1 hsa-miR-548k
ENSG00000162105.19 SHANK2 hsa-miR-3664-5p
ENSG00000162105.19 SHANK2 hsa-miR-3664-3p
ENSG00000172890.13 NADSYN1 hsa-miR-6754-5p
ENSG00000172890.13 NADSYN1 hsa-miR-6754-3p
ENSG00000137497.17 NUMA1 hsa-miR-3165
ENSG00000186642.16 PDE2A hsa-miR-139-5p
ENSG00000186642.16 PDE2A hsa-miR-139-3p
ENSG00000254631.5 AP001372.1 hsa-miR-548al
ENSG00000255440.2 AP001085.1 hsa-miR-548al
ENSG00000054938.15 CHRDL2 hsa-miR-4696
ENSG00000137486.17 ARRB1 hsa-miR-326
ENSG00000149256.16 TENM4 hsa-miR-708-5p
ENSG00000149256.16 TENM4 hsa-miR-708-3p
ENSG00000149256.16 TENM4 hsa-miR-5579-5p
ENSG00000149256.16 TENM4 hsa-miR-5579-3p
ENSG00000245832.7 MIR4300HG hsa-miR-4300
ENSG00000074266.21 EED hsa-miR-6755-5p
ENSG00000074266.21 EED hsa-miR-6755-3p
ENSG00000166012.17 TAF1D hsa-miR-1304-5p
ENSG00000166012.17 TAF1D hsa-miR-1304-3p
ENSG00000020922.12 MRE11 hsa-miR-548l
ENSG00000137672.13 TRPC6 hsa-miR-3920
ENSG00000286028.1 AP002008.4 hsa-miR-34b-5p
ENSG00000286028.1 AP002008.4 hsa-miR-34b-3p
ENSG00000286028.1 AP002008.4 hsa-miR-34c-5p
ENSG00000286028.1 AP002008.4 hsa-miR-34c-3p
ENSG00000149295.14 DRD2 hsa-miR-4301
ENSG00000019144.19 PHLDB1 hsa-miR-6716-5p
ENSG00000019144.19 PHLDB1 hsa-miR-6716-3p
ENSG00000076706.17 MCAM hsa-miR-6756-5p
ENSG00000076706.17 MCAM hsa-miR-6756-3p
ENSG00000255248.9 MIR100HG hsa-miR-125b-5p
ENSG00000255248.9 MIR100HG hsa-miR-125b-1-3p
ENSG00000255248.9 MIR100HG hsa-let-7a-5p
ENSG00000255248.9 MIR100HG hsa-let-7a-2-3p
ENSG00000255248.9 MIR100HG hsa-miR-10526-3p
ENSG00000255248.9 MIR100HG hsa-miR-100-5p
ENSG00000255248.9 MIR100HG hsa-miR-100-3p
ENSG00000149571.12 KIRREL3 hsa-miR-3167
ENSG00000080854.15 IGSF9B hsa-miR-4697-5p
ENSG00000080854.15 IGSF9B hsa-miR-4697-3p
ENSG00000257084.1 MIR200CHG hsa-miR-200c-5p
ENSG00000257084.1 MIR200CHG hsa-miR-200c-3p
ENSG00000257084.1 MIR200CHG hsa-miR-141-5p
ENSG00000257084.1 MIR200CHG hsa-miR-141-3p
ENSG00000256069.7 A2MP1 hsa-miR-1244
ENSG00000121380.12 BCL2L14 hsa-miR-1244
ENSG00000178878.12 APOLD1 hsa-miR-613
ENSG00000013588.8 GPRC5A hsa-miR-614
ENSG00000256389.2 AC048352.1 hsa-miR-3974
ENSG00000139168.8 ZCRB1 hsa-miR-7851-3p
ENSG00000179715.13 PCED1B hsa-miR-4698
ENSG00000152556.17 PFKM hsa-miR-6505-5p
ENSG00000152556.17 PFKM hsa-miR-6505-3p
ENSG00000139620.12 KANSL2 hsa-miR-1291
ENSG00000174233.11 ADCY6 hsa-miR-4701-5p
ENSG00000174233.11 ADCY6 hsa-miR-4701-3p
ENSG00000050405.13 LIMA1 hsa-miR-1293
ENSG00000170421.12 KRT8 hsa-miR-9898
ENSG00000111077.17 TNS2 hsa-miR-6757-5p
ENSG00000111077.17 TNS2 hsa-miR-6757-3p
ENSG00000273049.1 AC012531.3 hsa-miR-196a-5p
ENSG00000197757.8 HOXC6 hsa-miR-196a-5p
ENSG00000273049.1 AC012531.3 hsa-miR-196a-3p
ENSG00000197757.8 HOXC6 hsa-miR-196a-3p
ENSG00000273049.1 AC012531.3 hsa-miR-615-5p
ENSG00000198353.8 HOXC4 hsa-miR-615-5p
ENSG00000273046.1 AC012531.2 hsa-miR-615-5p
ENSG00000172789.3 HOXC5 hsa-miR-615-5p
ENSG00000273049.1 AC012531.3 hsa-miR-615-3p
ENSG00000198353.8 HOXC4 hsa-miR-615-3p
ENSG00000273046.1 AC012531.2 hsa-miR-615-3p
ENSG00000172789.3 HOXC5 hsa-miR-615-3p
ENSG00000094916.16 CBX5 hsa-miR-3198
ENSG00000258344.1 AC078778.1 hsa-miR-148b-5p
ENSG00000111481.10 COPZ1 hsa-miR-148b-5p
ENSG00000258344.1 AC078778.1 hsa-miR-148b-3p
ENSG00000111481.10 COPZ1 hsa-miR-148b-3p
ENSG00000123384.14 LRP1 hsa-miR-1228-5p
ENSG00000123384.14 LRP1 hsa-miR-1228-3p
ENSG00000166986.15 MARS1 hsa-miR-6758-5p
ENSG00000166986.15 MARS1 hsa-miR-6758-3p
ENSG00000175197.12 DDIT3 hsa-miR-616-5p
ENSG00000285133.1 AC022506.1 hsa-miR-616-5p
ENSG00000175197.12 DDIT3 hsa-miR-616-3p
ENSG00000285133.1 AC022506.1 hsa-miR-616-3p
ENSG00000135446.17 CDK4 hsa-miR-6759-5p
ENSG00000135446.17 CDK4 hsa-miR-6759-3p
ENSG00000175215.11 CTDSP2 hsa-miR-26a-5p
ENSG00000175215.11 CTDSP2 hsa-miR-26a-2-3p
ENSG00000135655.16 USP15 hsa-miR-6125
ENSG00000257354.2 AC048341.1 hsa-let-7i-5p
ENSG00000257354.2 AC048341.1 hsa-let-7i-3p
ENSG00000255642.1 PABPC1P4 hsa-miR-10527-5p
ENSG00000153179.13 RASSF3 hsa-miR-548c-5p
ENSG00000153179.13 RASSF3 hsa-miR-548c-3p
ENSG00000090376.11 IRAK3 hsa-miR-6502-5p
ENSG00000090376.11 IRAK3 hsa-miR-6502-3p
ENSG00000067715.14 SYT1 hsa-miR-1252-5p
ENSG00000067715.14 SYT1 hsa-miR-1252-3p
ENSG00000111052.7 LIN7A hsa-miR-617
ENSG00000111052.7 LIN7A hsa-miR-618
ENSG00000111058.8 ACSS3 hsa-miR-4699-5p
ENSG00000111058.8 ACSS3 hsa-miR-4699-3p
ENSG00000182050.13 MGAT4C hsa-miR-3059-5p
ENSG00000258185.2 AC010196.1 hsa-miR-3059-5p
ENSG00000182050.13 MGAT4C hsa-miR-3059-3p
ENSG00000258185.2 AC010196.1 hsa-miR-3059-3p
ENSG00000057704.13 TMCC3 hsa-miR-7844-5p
ENSG00000216306.3 KRT19P2 hsa-miR-492
